review,Folio Solicitud,Tipo PST,Nombre Comercial,Calle,Colonia,Estado,Municipio
,4090071666,Agencia de viajes,Mundo Joven Iztapalapa,Calzada Ermita Iztapalapa .,San Felipe Terremote,Ciudad de México,Iztapalapa
,2090120126,Alimentos y bebidas,Restaurante Cabaña Vicky ,Circuito Picachoi Ajusco 21.5,Paraje Albergue Alpino,Ciudad de México,Tlalpan
,4090130087,Agencia de viajes,'ALV' Agencia Lider en Viajes,Av. Cami a Nativitas .,Barrio Xaltocan,Ciudad de México,Xochimilco
,27090130005,Agencia integradora de servicios,Atizapatour,Canal de Atizapa,Area Natural Zona Chinanmpera,Ciudad de México,Xochimilco
,33090130001,Parque temático,ARTIZAPA,Canal de Atizapa,Area Natural Zona Chinanmpera,Ciudad de México,Xochimilco
,4090144345,Agencia de viajes,Tochicalli,C. Berruguete .,Santa María Nonoalco,Ciudad de México,Benito Juárez
,35090050014,Tour operador,Sulaudi Tours México,Estela .,Guadalupe Tepeyac,Ciudad de México,Gustavo A. Madero
,4090144346,Agencia de viajes,México Para Todos,Av. Heriberto Frias .,Del Valle Centro,Ciudad de México,Benito Juárez
,4090064171,Agencia de viajes,Tours México D.F.,Calle,Agricola Pantitlan,Ciudad de México,Iztacalco
,4090064172,Agencia de viajes,Vivire Viajando Agencia de Viajes,Calle,Agricola Pantitlan,Ciudad de México,Iztacalco
,4090071667,Agencia de viajes,Touren Agency,Republicas .,Desarrollo U. Quetzalcoatl,Ciudad de México,Iztapalapa
,4090054342,Agencia de viajes,Anubis Tours,Matanzas .,Lindavista,Ciudad de México,Gustavo A. Madero
,4090101701,Agencia de viajes,Dream and Travel,C. Tlaxcala .,Tizapán,Ciudad de México,Álvaro Obregón
,5090140007,Transportadora turística,Explorando Tenochtitlan,Eje Vial Angel Urraza .,Independencia,Ciudad de México,Benito Juárez
,4090064173,Agencia de viajes,Ami-Tours México,,Barrio Zapotla,Ciudad de México,Iztacalco
,31090150369,Guía de turistas,Rosendo Manuel San Juan Lopez,Vicente Beristain .,Vista Alegre,Ciudad de México,Cuauhtémoc
,4090064174,Agencia de viajes,Nuestro México Tours,C. Oriente,Agricola Oriental,Ciudad de México,Iztacalco
,4090101702,Agencia de viajes,Check-Inn Destinos,Cerrada de la Loma .,Lomas de San Angel Inn,Ciudad de México,Álvaro Obregón
,4090164332,Agencia de viajes,Club de Viajes Bojórquez ,Circuito Melchor Ocampo .,Verónica Anzures ,Ciudad de México,Miguel Hidalgo
,4090154374,Agencia de viajes,PromoCity Tours,Guatemala .,Centro,Ciudad de México,Cuauhtémoc
,32090120001,Operadora de aventura/naturaleza,Xantus Ecoturismo,C. Seye .,Heroes de Padierna,Ciudad de México,Tlalpan
,4090121604,Agencia de viajes,Que Vagos México,C. Calzada de Tlalpan .,Avante,Ciudad de México,Tlalpan
,4090081370,Agencia de viajes,Viajes Cielo Azul,C. Palmera Datilera .,Palmas,Ciudad de México,La Magdalena Contreras
,31090160002,Guía de turistas,Priscila Rodríguez Mateos,Av. Constituyentes .,16 de Septiembre,Ciudad de México,Miguel Hidalgo
,31090150373,Guía de turistas,Ana Alicia Dávila Ávila,Ramón Isaac Aldana .,Vista Alegre,Ciudad de México,Cuauhtémoc
,4090100229,Agencia de viajes,Agencia de Viajes Ilusión ,5a Privada Centenario ,Santa Rosa Xochiac,Ciudad de México,Álvaro Obregón
,31090070099,Guía de turistas,Yuriko Mizue Sánchez Trejo ,Año de Juárez 30,Granjas de San Antonio,Ciudad de México,Iztapalapa
,31090070125,Guía de turistas,Ernesto Ehecatl Andrade Juárez ,Avenida Pozos,Buenavista,Ciudad de México,Iztapalapa
,31090160291,Guía de turistas,Bruno Fabricio Cabrera Aguilera,Carlos B. Zenti .,Escandón,Ciudad de México,Miguel Hidalgo
,4090041679,Agencia de viajes,Grupo Estilos,Av. S.T.I.M. .,Lomas del Chamizal,Ciudad de México,Cuajimalpa de Morelos
,4090054348,Agencia de viajes,AZ Viajes by Fraveo,,Santa Rosa,Ciudad de México,Gustavo A. Madero
,4090141708,Agencia de viajes,Travel and Business,Gabriel Mancera .,Del Valle Centro,Ciudad de México,Benito Juárez
,1090120078,Hospedaje,Hotel Rubi,Ctra. Fed. México - Cuernavaca esq. Flor Silvestre .,Chimalcoyoc,Ciudad de México,Tlalpan
,1090150612,Hospedaje,Hotel El Ejecutivo,Viena .,Juárez,Ciudad de México,Cuauhtémoc
,1090150576,Hospedaje,Hotel Montecarlo,República de Uruguay ,Centro (Área 1),Ciudad de México,Cuauhtémoc
,4090054353,Agencia de viajes,LO&CO,rte,San Pedro Chico ,Ciudad de México,Gustavo A. Madero
,4090060101,Agencia de viajes,Viajes Palomo By Fraveo,Iztacalco .,Agrícola Pantitlán,Ciudad de México,Iztacalco
,1090150991,Hospedaje,CASA COMTESSE,AV. BENJAMIN FRANKLIN,Hipódromo,Ciudad de México,Cuauhtémoc
,4090120145,Agencia de viajes,Travel Sure,Calzada San Juan de Dios .,Prado Coapa 2A Sección,Ciudad de México,Tlalpan
,31090090005,Guía de turistas,Luis Enrique Luna Duque,Guerro,Tecaxtitla,Ciudad de México,Milpa Alta
,1090050131,Hospedaje,Hotel Naciones,Calzada Vallejo ,Vallejo Poniente,Ciudad de México,Gustavo A. Madero
,31090130096,Guía de turistas,María Carmen Pastora Calderón Torres,12 de Octubre,Jardines del Sur,Ciudad de México,Xochimilco
,31090150363,Guía de turistas,Victor Mauricio Mijangos Vargas,Turin .,Juárez,Ciudad de México,Cuauhtémoc
,2090020096,Alimentos y bebidas,DUX de Venecia,Av. Azcapotzalco .,Azcapotzalco Centro,Ciudad de México,Azcapotzalco
,4090071350,Agencia de viajes,Viajes El Corte Inglés ,Av. Anillo Periférico Sur .,La Esperanza,Ciudad de México,Iztapalapa
,4220140393,Agencia de viajes,Viajes El Corte Inglés,Anillo Vial Fray Junipero Serra .,Bosques de las Lomas,Ciudad de México,Cuajimalpa de Morelos
,31090040007,Guía de turistas,Minerva Esquivel Flores ,"Porfirio Díaz, .",San Mateo Tlaltenango,Ciudad de México,Cuajimalpa de Morelos
,4090121586,Agencia de viajes,Zafiro Tours Letrip,Del Río,Cantera Puente de Piedra,Ciudad de México,Tlalpan
,4090031766,Agencia de viajes,Mylm3 Global,Retor,Avante,Ciudad de México,Coyoacán
,4090040234,Agencia de viajes,Super Travel,Av. México .,Cuajimalpa,Ciudad de México,Cuajimalpa de Morelos
,4090101703,Agencia de viajes,Gente Mayorista México ,Av. Insurgentes .,Guadalupe Inn ,Ciudad de México,Álvaro Obregón
,4090021433,Agencia de viajes,Sulusa Viajes,Cook .,Euzkadi,Ciudad de México,Azcapotzalco
,4090121575,Agencia de viajes,Travesía Inn By Fraveo,Tijera Mz.,2 de Octubre,Ciudad de México,Tlalpan
,31090030049,Guía de turistas,Enrique Carranza Rico,Jorge Ruiz Reyes,Los Cipreses,Ciudad de México,Coyoacán
,4090151603,Agencia de viajes,Mundo a tu Medida,Zamora,Condesa,Ciudad de México,Cuauhtémoc
,0109016c38707,Hospedaje,Hotel Hyatt Regency Mexico City,Campos Eliseos,Polanco IV Sección,Ciudad de México,Miguel Hidalgo
,1090100109,Hospedaje,The Westin Santa Fe,Av. Javier Barrios Sierra,Lomas de Santa Fe,Ciudad de México,Álvaro Obregón
,35090020004,Tour operador,La Gua Gua,Calzada Ahuizotla .,Santiago Ahuizotla,Ciudad de México,Azcapotzalco
,1090150551,Hospedaje,Hotel Metropol ,Calle Luis Moya,Centro (Área 5),Ciudad de México,Cuauhtémoc
,2090157775,Alimentos y bebidas,Bar Fifty Mils -Hotel Four Seasons CDMX,Paseo de la Reforma,Juárez,Ciudad de México,Cuauhtémoc
,2090157776,Alimentos y bebidas,Restaurante Zanaya -Hotel Four Seasons CDMX,Paseo de la Reforma ,Juárez,Ciudad de México,Cuauhtémoc
,4090161485,Agencia de viajes,Viajes Cooperativa,Bahía de Santa Bárbara .,Verónica Anzures,Ciudad de México,Miguel Hidalgo
,31090020031,Guía de turistas,Maria de Lourdes Cano Ayala,16 de Septiembre,Pasteros,Ciudad de México,Azcapotzalco
,4090151514,Agencia de viajes,Andaré Tours,"Félix U. Gómez, .",Guerrero,Ciudad de México,Cuauhtémoc
,31090070451,Guía de turistas,Maria Isabel Alvarez Quero,Lic. Braulio Maldonado Mz.,Consejo Agrarista,Ciudad de México,Iztapalapa
,4090054349,Agencia de viajes, Poot Travel,Alicia .,Guadalupe Tepeyac,Ciudad de México,Gustavo A. Madero
,4090154392,Agencia de viajes,Att de Pasaje de 2a Clase y Tur. de la Mña Ver. Sur Chis.,San Antonio Abad .,Obrera,Ciudad de México,Cuauhtémoc
,4090154391,Agencia de viajes,Souvenir Travel,Francisco Olaguibel .,Obrera,Ciudad de México,Cuauhtémoc
,4090174292,Agencia de viajes,Riocco Go ,Boleo .,Nicolas Bravo,Ciudad de México,Venustiano Carranza
,4090154401,Agencia de viajes,Queen Travel México ,Balderas 44,Centro (Área 5),Ciudad de México,Cuauhtémoc
,4090031778,Agencia de viajes,Terranova Viajes Mexico,San Adrián Mza.,Pedregal de Santa Úrsula,Ciudad de México,Coyoacán
,4090151320,Agencia de viajes,Maravillas de México,Dr. Mariano Azuela ,Santa María la Ribera,Ciudad de México,Cuauhtémoc
,2090157425,Alimentos y bebidas,Veranda Bistro (Hotel Geneve Ciudad de México),Londres,Juárez,Ciudad de México,Cuauhtémoc
,1090150627,Hospedaje,Hotel Geneve Ciudad de México,Londres,Juárez,Ciudad de México,Cuauhtémoc
,2090157423,Alimentos y bebidas,Phone Bar (Hotel Geneve Ciudad de México),Londres,Juárez,Ciudad de México,Cuauhtémoc
,2090160276,Alimentos y bebidas,Mochomos,Paseo de las Palmas ,Lomas de Chapultepec I Sección,Ciudad de México,Miguel Hidalgo
,4090071375,Agencia de viajes,"Viaja, Vive y Aprende",16 de septiembre,Carlos Hank Gonzalez,Ciudad de México,Iztapalapa
,01090163ed768,Hospedaje,Hotel Atlante,Ciencias ,Escandón I Sección,Ciudad de México,Miguel Hidalgo
,1090170846,Hospedaje,We Hotel Aeropuerto,Boulevard Puerto Aéreo ,Moctezuma 2a Sección,Ciudad de México,Venustiano Carranza
,4090054335,Agencia de viajes,Global Bleisure Mx,rte .,Salvador Diaz Miron,Ciudad de México,Gustavo A. Madero
,1090150675,Hospedaje,Hotel Dalje,Alfredo Chavero,Tránsito,Ciudad de México,Cuauhtémoc
,1090170061,Hospedaje,Hotel San Lazaro,Av. Congreso de la Unión .,La Magdalena Mixiuhca,Ciudad de México,Venustiano Carranza
,27090140045,Agencia integradora de servicios,A & A Professional Groups & Meetings,Bonampak .,Vértiz Narvarte,Ciudad de México,Benito Juárez
,4090154369,Agencia de viajes,LB TRAVEL AGENCY,Matamoros,Cuauhtémoc,Ciudad de México,Cuauhtémoc
,4090054309,Agencia de viajes,Viajes Inolvidables Esperanza,Avenida León de los Aldama,San Felipe de Jesús,Ciudad de México,Gustavo A. Madero
,2090160328,Alimentos y bebidas,Tokoya,Campos Elíseos .,Polanco Chapultepec,Ciudad de México,Miguel Hidalgo
,4090101396,Agencia de viajes,MARITIMEX,Frontera ,Tizapan,Ciudad de México,Álvaro Obregón
,2090157895,Alimentos y bebidas,Sanborns,Avenida Insurgentes Sur .,Hipódromo Condesa,Ciudad de México,Cuauhtémoc
,4090101707,Agencia de viajes,Gabs International Travel,Insurgentes Sur .,Guadalupe Inn,Ciudad de México,Álvaro Obregón
,11090150001,Arrendadora de autos,AVIS MX2,Av. Paseo de la Reforma,Juárez,Ciudad de México,Cuauhtémoc
,1090150531,Hospedaje,Hotel MX Lagunilla.,Eje Central Lazaro Cardenas,Guerrero,Ciudad de México,Cuauhtémoc
,11090160008,Arrendadora de autos,AVIS - ME4,Campos Eliseos,Polanco V Sección,Ciudad de México,Miguel Hidalgo
,1090140065,Hospedaje,Hotel Miramar/Love,Calz. de Tlalpan .,Miravalle,Ciudad de México,Benito Juárez
,1090169997,Hospedaje,City Express Suites By Marriott Ciudad de México Anzures ,Leibnitz,Anzures,Ciudad de México,Miguel Hidalgo
,1090150994,Hospedaje,PF SUITES,LIVERPOOL,Juárez,Ciudad de México,Cuauhtémoc
,31090100055,Guía de turistas,Roberto Quiñonez Sánchez,Calle,La Martinica,Ciudad de México,Álvaro Obregón
,34090100002,Spa,MOOR SPA + NAILS PATIO SANTA FE,Prol. Paseo de la Reforma .,Santa Fe,Ciudad de México,Álvaro Obregón
,4090151555,Agencia de viajes,Journey And Quality,Av. Insurgentes Sur ,Roma Norte,Ciudad de México,Cuauhtémoc
,31090060049,Guía de turistas,José Antonio Aranzabal Bravo,Playa Guitarron .,Reforma Iztaccíhuatl Sur,Ciudad de México,Iztacalco
,31090100037,Guía de turistas,José Luis Pérez Castañeda,Antigua Via la Venta .,Lomas de Becerra,Ciudad de México,Álvaro Obregón
,4090151612,Agencia de viajes,GEMINI CORPORATE TRAVEL ,EJE CENTRAL LAZARO CARDENAS ,Centro (Área 1),Ciudad de México,Cuauhtémoc
,4090144293,Agencia de viajes,Edu Travel World,Mario Pani int 1 105,Santa Fe Cuajimalpa,Ciudad de México,Cuajimalpa de Morelos
,4090151383,Agencia de viajes,México Kanko ,Rio Nilo,Cuauhtémoc,Ciudad de México,Cuauhtémoc
,4090031379,Agencia de viajes,AR-TRAVEL Agencia de Viajes ,Av Cafetales ,Haciendas de Coyoacán,Ciudad de México,Coyoacán
,4090151627,Agencia de viajes,Omi  Travels  Agency,Rio Nazas,Cuauhtémoc,Ciudad de México,Cuauhtémoc
,4090174277,Agencia de viajes,AM2 Turismo,Cl.,Valentín Gómez Farias,Ciudad de México,Venustiano Carranza
,4090144307,Agencia de viajes,Vamos x el Mundo,Av. Amores,Del Valle Centro,Ciudad de México,Benito Juárez
,2090147636,Alimentos y bebidas,Cambalache Insurgentes,Av. Insurgentes Sur .,Del Valle,Ciudad de México,Benito Juárez
,4090144359,Agencia de viajes,Diapa Vision,Aniceto Ortega .,Del Valle,Ciudad de México,Benito Juárez
,2090030144,Alimentos y bebidas,Cambalache Oasis Coyoacan,Av. Universidad .,Romero de Terreros,Ciudad de México,Coyoacán
,2090160331,Alimentos y bebidas,Cambalache Polanco,Alejandro Dumas ,Polanco IV Sección,Ciudad de México,Miguel Hidalgo
,2090147637,Alimentos y bebidas,Puerto Madero Mitikah,Av. Real Mayorazgo .,Xoco,Ciudad de México,Benito Juárez
,2090100298,Alimentos y bebidas,Puerto Madero San Ángel,Av. La Paz .,San Ángel,Ciudad de México,Álvaro Obregón
,2090160332,Alimentos y bebidas,Puerto Madero Polanco,Av. Presidente Masaryk .,Bosque de Chapultepec,Ciudad de México,Miguel Hidalgo
,2090040108,Alimentos y bebidas,Puerto Madero Bosques de las Lomas ,Paseo de Tamarindos,Bosques de las Lomas,Ciudad de México,Cuajimalpa de Morelos
,4090144360,Agencia de viajes,Lientravel,Arizona .,Napoles,Ciudad de México,Benito Juárez
,1090151017,Hospedaje,Hotel Manalba,Antonio Caso .,San Rafael,Ciudad de México,Cuauhtémoc
,4090154394,Agencia de viajes,Luxury Vacation Mexico,Av. de la Republica Piso,Tabacalero,Ciudad de México,Cuauhtémoc
,1090060042,Hospedaje,Motel Suites Florencia,Xochimilco .,Agricola Pantitlán,Ciudad de México,Iztacalco
,2090157900,Alimentos y bebidas,Filigrana,Veracruz .,Roma Norte,Ciudad de México,Cuauhtémoc
,0109016cc5bed,Hospedaje,Hotel Lira,GOB. José Ceballos ,San Miguel Chapultepec I Sección,Ciudad de México,Miguel Hidalgo
,31090160064,Guía de turistas,José Alberto Aviléz León ,Calzada México Tacuba,Argentina Poniente,Ciudad de México,Miguel Hidalgo
,4090154280,Agencia de viajes,Viajemos Por,Doctor Durán ,Doctores,Ciudad de México,Cuauhtémoc
,1090050132,Hospedaje,Motel VP New,Paganini ,Vallejo,Ciudad de México,Gustavo A. Madero
,2090160209,Alimentos y bebidas,Starbucks Coffee Torre Polanco ,Calz. Maria Escobedo .,Anzures,Ciudad de México,Miguel Hidalgo
,2090030088,Alimentos y bebidas,Starbucks Coffee Tlalpan Hospitales,Calz. de Tlalpan .,Bosques de Tetlameya,Ciudad de México,Coyoacán
,2090120082,Alimentos y bebidas,Starbucks Coffee Picacho,Carr. Picacho Ajusco .,Lomas de Padierna,Ciudad de México,Tlalpan
,2090020055,Alimentos y bebidas,Starbucks Coffee Patio Clavería,Egipto .,Clavería,Ciudad de México,Azcapotzalco
,2090157703,Alimentos y bebidas,Starbucks Coffee Río Hudson,Río Lerma .,Cuauhtémoc,Ciudad de México,Cuauhtémoc
,2090140169,Alimentos y bebidas,Starbucks Coffee City Shops del Valle,Félix Cuevas .,Del Valle Centro,Ciudad de México,Benito Juárez
,2090020054,Alimentos y bebidas,Starbucks Coffee Camarones,Camarones .,Del Recreo,Ciudad de México,Azcapotzalco
,2090160207,Alimentos y bebidas,Starbucks Coffee Pabellón Polanco,Av. Ejército Nacional .,Bosque de Chapultepec I Sección,Ciudad de México,Miguel Hidalgo
,2090056001,Alimentos y bebidas,Starbucks Coffee Bosques de Aragón,Av.,San Juan de Aragón,Ciudad de México,Gustavo A. Madero
,4090071396,Agencia de viajes,Viajes Granados,Palmas,El Manto,Ciudad de México,Iztapalapa
,4090154368,Agencia de viajes,Avanti Meetings and Incentive,Río Tiber .,Cuauhtémoc,Ciudad de México,Cuauhtémoc
,1090150986,Hospedaje,STANZA HOTEL,ALVARO OBREGON,Roma Norte,Ciudad de México,Cuauhtémoc
,31090170093,Guía de turistas,Porfirio Méndez Salinas ,Hacienda y Crédito Público .,Federal ,Ciudad de México,Venustiano Carranza
,31090100054,Guía de turistas,Bertha Margarita Salazar Aguirre ,Agua .,Jardines del Pedregal ,Ciudad de México,Álvaro Obregón
,4090071671,Agencia de viajes,Brisas del Mar ,Cda. Emilia Zapata Mz.,Pueblo Santa Cruz Meyehualco ,Ciudad de México,Iztapalapa
,4090054344,Agencia de viajes,Viajo Mucho Turismo y Tecnología ,Garrido .,Tepeyac Insurgentes ,Ciudad de México,Gustavo A. Madero
,4090071670,Agencia de viajes,Mi México Mágico ,Cerrada Francisco Sarabia .,Pueblo Santa Martha Acatitla ,Ciudad de México,Iztapalapa
,4090031421,Agencia de viajes,TCT Travel & Custom Tours,Delta .,Romero de Terreros,Ciudad de México,Coyoacán
,31090020075,Guía de turistas,Sergio Tuero,"Av. De Las Culturas y Callejón Cultura Griega, Unidad Infonavit, Edf.",El Rosario,Ciudad de México,Azcapotzalco
,1090150859,Hospedaje,Casa de Huespedes Pensión España ,Mesones,Centro (Área 8),Ciudad de México,Cuauhtémoc
,4090141689,Agencia de viajes,Travels and Tours,Aniceto Ortega ,Del Valle Centro,Ciudad de México,Benito Juárez
,31090070450,Guía de turistas,Raúl Gallardo Cruz,Felipe Ángeles .,Barrio San Antonio ,Ciudad de México,Iztapalapa
,31090150372,Guía de turistas,Alejandra Aguilar Esquivias ,Juan A. Mateos .,Obrera,Ciudad de México,Cuauhtémoc
,31090100056,Guía de turistas,María de Lourdes Avelar Casillas,Calle,Heron Proal,Ciudad de México,Álvaro Obregón
,2090100014,Alimentos y bebidas,Los Arcos,San Jerónimo,La Otra Banda,Ciudad de México,Álvaro Obregón
,4090141637,Agencia de viajes,Viajes Sanborns,Xochicalco,Narvarte Poniente,Ciudad de México,Benito Juárez
,1090140122,Hospedaje,Holiday Inn Ciudad de México Trade Center,Av. Revolución .,San Pedro de los Pinos,Ciudad de México,Benito Juárez
,4090041677,Agencia de viajes,Hostway Travel,Av. Prolongación Bosque de la Reforma ,Lomas de Vista Hermosa,Ciudad de México,Cuajimalpa de Morelos
,4090144361,Agencia de viajes,Digital Rewards ,Montecito .,Nápoles,Ciudad de México,Benito Juárez
,2090157793,Alimentos y bebidas,Burger King Reforma,Av. Reforma .,Juárez,Ciudad de México,Cuauhtémoc
,2090076703,Alimentos y bebidas,Burger King La Viga ,Calz. La Viga .,Apatlaco,Ciudad de México,Iztapalapa
,2090170088,Alimentos y bebidas,BURGER KING ANDARES ,BLVD. PUERTA DE HIERRO S/N LOC F,Santa Cruz Aviación,Ciudad de México,Venustiano Carranza
,2090170089,Alimentos y bebidas,Burger King Aeropuerto II,Calzada Ignacio Zaragoza .,Santa Cruz Aviación,Ciudad de México,Venustiano Carranza
,2090076704,Alimentos y bebidas,Burger King Plaza Central de Abastos,Canal Rio Churubusco  ,Paseos de Churubusco,Ciudad de México,Iztapalapa
,1090150989,Hospedaje,SUITES HAVRE,HAVRE,Juárez,Ciudad de México,Cuauhtémoc
,4090161279,Agencia de viajes,Xiinbal Travel Agency,Lago Amatitlán .,Torre Blanca,Ciudad de México,Miguel Hidalgo
,4090121548,Agencia de viajes,Viajes El Corte Inglés ,Calzada del Hueso,Residencial Miramontes,Ciudad de México,Tlalpan
,31090060052,Guía de turistas,Jesús Arturo Torres León,Azúcar .,Granjas México,Ciudad de México,Iztacalco
,2090120083,Alimentos y bebidas,Starbucks Coffee Renato Dulec,Renato Leduc .,Toriello Guerra,Ciudad de México,Tlalpan
,2090040069,Alimentos y bebidas,Starbucks Coffee Av. Stim,Av. Sindicato de los trabajadores de la industria militar .,Lomas del Chamizal,Ciudad de México,Cuajimalpa de Morelos
,2090140172,Alimentos y bebidas,Starbucks Coffee Plaza Universidad,Parroquia .,Santa Cruz Atoyac,Ciudad de México,Benito Juárez
,2090140173,Alimentos y bebidas,Starbucks Coffee Universidad 767,Av. Universidad .,Del Valle Sur,Ciudad de México,Benito Juárez
,2090100190,Alimentos y bebidas,Starbucks Coffee Jolie Place,Av. de las Fuentes .,Jardines del Pedregal,Ciudad de México,Álvaro Obregón
,2090140174,Alimentos y bebidas,Starbucks Coffee División del Norte II,División del rte .,Portales Sur,Ciudad de México,Benito Juárez
,2090080015,Alimentos y bebidas,Starbucks Coffee Pasaje San Jerónimo,Av. San Jerónimo .,San Jerónimo Lídice,Ciudad de México,La Magdalena Contreras
,2090160212,Alimentos y bebidas,Starbucks Coffee Torre Bancomer Polanco,Lago Alberto .,Anáhuac I Sección,Ciudad de México,Miguel Hidalgo
,2090030089,Alimentos y bebidas,Starbucks Coffee Oasis II,Av. Miguel Ángel de Quevedo .,Romero de Terreros,Ciudad de México,Coyoacán
,2090100192,Alimentos y bebidas,Starbucks Coffee Plateros,Blvd. López Mateos .,Lomas de Plateros,Ciudad de México,Álvaro Obregón
,2090160213,Alimentos y bebidas,Starbucks Coffee Emerson,Homero .,Bosque de Chapultepec I Sección,Ciudad de México,Miguel Hidalgo
,2090157710,Alimentos y bebidas,Starbucks Coffee Torre Bancomer Reforma,Paseo de la Reforma .,Juárez,Ciudad de México,Cuauhtémoc
,2090140175,Alimentos y bebidas,Starbucks Coffee Obrero Mundial,Av. Obrero Mundial .,Piedad Narvarte,Ciudad de México,Benito Juárez
,27090140044,Agencia integradora de servicios,DMc Enjoy México,Patriotismo .,San Pedro de los Pinos,Ciudad de México,Benito Juárez
,4090130086,Agencia de viajes,Happy Travel Company By Fraveo,Cerrada Tecolapa .,Santa María Tepepan,Ciudad de México,Xochimilco
,5090150088,Transportadora turística,Transportes Utep,Ciprés .,Atlampa,Ciudad de México,Cuauhtémoc
,31090170090,Guía de turistas,Mayra Anel Fiesco Barrera,Ote.,Moctezuma 2da Sección,Ciudad de México,Venustiano Carranza
,4090041678,Agencia de viajes,Time to Enjoy México ,Cami a Chamixto .,Loma del Padre ,Ciudad de México,Cuajimalpa de Morelos
,2090130048,Alimentos y bebidas,Frederi´s Marisquería ,Prolongación División del rte,San Lorenzo La Cebada ,Ciudad de México,Xochimilco
,4090144347,Agencia de viajes,Ganesha Travel,Paussin .,Insurgentes Mixcoac,Ciudad de México,Benito Juárez
,4090031770,Agencia de viajes,Conmar Travel ,Osa Mayor .,Prado Churubusco ,Ciudad de México,Coyoacán
,4090101705,Agencia de viajes,Eventia,Av. Río de la Magdalena .,Tizapán ,Ciudad de México,Álvaro Obregón
,2090076646,Alimentos y bebidas,Starbucks Coffee,"Periférico, .",La Esperanza,Ciudad de México,Iztapalapa
,2090076647,Alimentos y bebidas,Starbucks Coffee,"Periférico, .",La Esperanza,Ciudad de México,Iztapalapa
,2090055987,Alimentos y bebidas,Starbucks Coffee,"Calzada de Guadalupe, .",Guadalupe Tepeyac,Ciudad de México,Gustavo A. Madero
,4090031425,Agencia de viajes,Reservaciones y Eventos Traveleando Tours,Cerrada 2a. Francisco I. Madero,Viejo Ejido de Santa Úrsula Coapa,Ciudad de México,Coyoacán
,4090144352,Agencia de viajes,Lovely Travel,Tiburcio Sánchez De La Barquera .,Merced Gómez ,Ciudad de México,Benito Juárez
,31090160003,Guía de turistas,Annika Kristina Thorsson Gamback ,Gregorio V. Gelati .,San Miguel Chapultepec I Sección,Ciudad de México,Miguel Hidalgo
,1090050101,Hospedaje,Hotel Hot Insurgentes,Ancón .,Tepeyac Insurgentes,Ciudad de México,Gustavo A. Madero
,31090070081,Guía de turistas,Sixta Pérez Hernández,Canal de Garay ,Lomas de San Lorenzo,Ciudad de México,Iztapalapa
,31090140114,Guía de turistas,Claudia Cristina Larios Lara,Irolo .,Zacahuitzco,Ciudad de México,Benito Juárez
,4090101711,Agencia de viajes,Cartografía Travel ,Av. Bernardo Qu ana .,Condominio Cañada 1,Ciudad de México,Álvaro Obregón
,0109016bfb977,Hospedaje,Hotel Bonn,AVENIDA 18 DE JULIO,Escandón I Sección,Ciudad de México,Miguel Hidalgo
,4090154163,Agencia de viajes,PD Travel Mexico,Fernando Montes de Oca ,Condesa,Ciudad de México,Cuauhtémoc
,2090040105,Alimentos y bebidas,Starbucks Coffee,Ctra. México Toluca .,Abdías García Soto,Ciudad de México,Cuajimalpa de Morelos
,2090060020,Alimentos y bebidas,Starbucks Coffee,Viaducto Río de la Piedad .,Granjas México,Ciudad de México,Iztacalco
,31090150123,Guía de turistas,Perla Coral Mendizabal Reyes,Frontera .,Roma Norte,Ciudad de México,Cuauhtémoc
,31090100057,Guía de turistas,Jessica Iliana Rojas Miranda ,Calle,Ponciano Arriaga ,Ciudad de México,Álvaro Obregón
,2090020089,Alimentos y bebidas,Burger King Select El  Rosario ,Av. El Rosario ,El Rosario,Ciudad de México,Azcapotzalco
,2090056035,Alimentos y bebidas,Burger King Plaza Lindavista ,Av. Montevideo .,Lindavista Norte,Ciudad de México,Gustavo A. Madero
,2090157794,Alimentos y bebidas,Burger King Alameda Central,Av. Juarez .,Centro (Área 5),Ciudad de México,Cuauhtémoc
,2090157795,Alimentos y bebidas,Burger King Forum Buenavista,Eje,Buenavista,Ciudad de México,Cuauhtémoc
,2090100263,Alimentos y bebidas,Burger King Samara ,Av. Santa Fé .,Santa Fe,Ciudad de México,Álvaro Obregón
,2090020088,Alimentos y bebidas,Burger King Vía Vallejo,Calzada Vallejo .,Industrial Vallejo,Ciudad de México,Azcapotzalco
,2090020087,Alimentos y bebidas,Burger King Rosario TC,Av. Río Blanco .,El Rosario,Ciudad de México,Azcapotzalco
,2090100264,Alimentos y bebidas,BURGER KING PORTAL SAN ANGEL ,AV. REVOLUCION,Campestre,Ciudad de México,Álvaro Obregón
,2090100265,Alimentos y bebidas,Burger King Relox ,Av. Insurgentes .,San Ángel,Ciudad de México,Álvaro Obregón
,4090161490,Agencia de viajes,Escapense Viajes ,Av. Ejercito Nacional .,Verónica Anzures,Ciudad de México,Miguel Hidalgo
,4090101715,Agencia de viajes,Ikan Experience Group ,Vito Alessio Robles,Florida ,Ciudad de México,Álvaro Obregón
,4090154322,Agencia de viajes,Turismo Dema S.A DE C.V,Río Neva ,Cuauhtémoc,Ciudad de México,Cuauhtémoc
,2090020094,Alimentos y bebidas,Starbucks Coffee Partio la Raza (Portal Vallejo),Calz. Vallejo .,San Francisco Xocotitla,Ciudad de México,Azcapotzalco
