nombre,precio,destino_id
Americano Centro,4965,23
Hotel Murallas 231,9123,23
Hotel Maya Ah Kim Pech,8362,23
"Hotel Despacho Tovar, Ontiveros y Escalante",3098,24
Hotel Ontiveros y Asociados,12078,24
Hotel Despacho Piña-Berríos,1689,24
Casa Inn,19150,24
Hilton Garden Inn,8540,24
Hotel Mayorga y Jiménez e Hijos,8216,24
Real Inn,1235,24
Hotel Corporacin Sáenz y Villegas,3326,24
"Hotel Serna, Almonte y Aguirre",2929,24
Cityexpress Parque Celaya,8501,24
Hotel Cintrón-Alvarez e Hijos,3208,25
Hotel El Chepe,2029,25
Hotel Rodríquez-Esquivel,11827,25
"Plaza, Hotel",3321,25
Hotel Princesa,17847,25
Tarahumara Inn,8798,25
Doroteo Hotel Boutique,10125,25
Ibis,16906,25
Ibis,8020,25
HM Mirador,18669,25
Hotel Familiar La Pasadita,5335,26
Hotel Maria Otilia Falla,19711,26
Tajín,19881,26
Hotel Club Montemayor y Olmos,16488,26
El Mesón del Conejo,8962,26
Provincia Express,16498,26
Totonacapan,14338,26
hotel santo domingo,7239,26
Hotel La Quinta de los Leones,4090,26
Hotel Flamingos,4176,27
Hotel La Casona de Don Jorge,15124,27
suites galvan,12609,27
Hotel Urías-Ayala A.C.,14879,27
Hotel San Pablo,14470,27
Hotel Buena Aventura,16303,27
Hotel Concierge Plaza Colima,2775,27
Hotel Concierge Plaza Colima,4224,27
Hotel Costeño,2986,27
Hotel Palacios y Prieto S.A. de C.V.,14193,27
Hotel el Mayo,12118,29
Homesuites Malecon,4580,29
Hotel La Jolla Express,9147,29
Hotel La Jolla,7278,29
Maxihotel Business Class,7232,29
Sleep Inn Culiacan,18573,29
Hotel Santa Fe Express,15700,29
Hotel Frances,5593,29
Fiesta Inn Culiacán,14824,29
Hotel Los Tres Rios,7012,29
Hotel Florida Plaza,10127,30
Posada Sta Helena,16159,30
Hotel Posada del Hidalgo,9185,31
La Choza,3470,31
Hotel Santa Elena,15520,31
Hotel Torres del Fuerte,19033,31
Hotel y Hostel Guerreo,4208,31
Hotel Haciencda Santa Cruz,2657,31
Hotel Franco,18713,31
Hotel California,1483,31
Hotel Esperanza,4056,31
Hotel Posada los Tabachines,8745,31
Crowne Plaza,6449,32
Hotel Campestre Inn,14317,32
Hotel Ambassador,16913,32
Australia suites ejecutivas,16773,32
Hotel Emily Leon,8004,32
Hotel Condesa,14141,32
Hotel Capri,2921,32
Hotel Rex,6394,32
Othelo,13418,32
Hotel Terranova,1070,32
Hotel Elva,13793,33
Hotel Doña Toña,9690,33
Hotel Restaurante Michel,15909,33
Hotel Familiar Rut,10347,33
Hotel Corporacin Carranza-Reséndez,14861,33
Hotel El Camino,19211,33
City Express,16947,33
Hacienda el Labrador,6072,33
Hacienda Quinta Nápoles,7222,33
Motel Dueñas,10722,33
San Francisco,8133,34
El Paso a Sonora,2916,34
Plaza Florida  Tower,19978,34
Parador del Río,18766,34
Hampton Inn Irapuato,2997,34
Holiday Inn,11276,34
México Plaza,2873,34
Holiday Inn Express  Suites,2643,34
Motel cerro grande,16623,34
Holiday Inn,17477,34
Gamma Fiesta Inn León,18403,35
Hotel Glowpoint,6158,35
Fiesta Inn,2863,35
Motel El Patio,17640,36
Hotel Santa Cruz Los Mochis,3625,36
"Hotel Juárez, Murillo y Cardenas",7089,36
Hotel Tajmahal,3245,36
Hotel La Jolla Los Mochis,3226,36
Hotel America Palacio,8707,36
Maxihotel Los Mochis,14230,36
Hotel Lorena,4928,36
Hotel Lorena,19667,36
Hotel del Valle,9067,36
Camino Real Mérida,19970,37
Bs Hotel,2302,37
Casa de Camposampiero Hotel Boutique,3686,37
City Express,14737,37
Hotel Siglo 21,19521,37
Fiesta Inn Mérida,18130,37
Extended Suites Mérida,11366,37
Extended Suites Mérida,9544,37
Holiday Inn  Suites Merida La Isla,7693,37
Holiday Inn Express,11295,37
City Express,8821,38
Victoria,9703,38
Hotel del Balsas,13969,38
Hotel Arredondo y Candelaria S. R.L. de C.V.,5288,38
Gran Hotel Don Nacho,10830,39
Linda Oaxaca,15982,39
Hotel Vinisa,11360,39
Casa Lidia,3377,39
El Rincón de Doña Bety,1305,39
Hotel Mision San José,16017,39
Tabáa Hotel  Spa,19448,39
Marialicia Suites,4276,39
Casa de Huéspedes Juanita,3400,39
One Oaxaca Centro,18617,39
Hotel Secreto,7984,40
Male,17576,40
Posada de la Montaña,9690,40
Mesón del Balneario,5340,40
Los Faroles,12436,40
Hotel Posada Real,3254,40
Hotel Rincón Del Real,9004,40
Casa Rural,13108,40
Hotel JE by Serranillo,10338,40
Hotel Paraiso Real,6169,40
Chiapas Hotel Express,15358,41
Hotel Santa Cruz,18800,41
Hotel Ivana HR,10912,41
Hotel Florencia,18332,41
Hotel Colonial,1256,41
Mediterráneo,19173,41
Hotel Albert,10810,41
Hotel de Tuxtla,4394,41
Hotel Don Candido,5400,41
Hotel Laboratorios Sanabria-Bueno,9666,41
HOTEL CENTRAL,4782,42
Hotel Venecia,4507,42
Hotel Rio,19128,42
HOTEL SNAYLF,6093,42
Hotel del Centro,9924,42
Hotel San Ángel,10232,42
El Comienzo Hotel,7901,42
Hotel June,12235,42
Virreyes,7671,42
Aristos Hotel,9650,42
San Diego,17561,43
San Isidro,17008,43
Hotel Posada Roselyn,9228,43
Posada Peña,2664,43
Hotel Don Porfirio,4024,43
Milos,14879,43
Hotel Quinta Aranxa,10066,43
Villas Kerendarhu,2444,43
Estacionamiento,1116,43
Hacienda Real,11929,43
Paradiso Perduto,5286,44
Hotel Real de Minas Guanajuato,9583,44
Meson de la Fragua,6294,44
Hacienda De Cobos,15478,44
Hotel La Abadia Tradicional,19077,44
Hotel Misión Guanajuato,15014,44
Hotel Camino Real,19379,44
Hotel Central,1316,44
Hotel Grandaditas,4665,44
Hotel Castillo de Santa Cecilia,3465,44
Chiapas Hotel Express,5884,45
Hotel Oporto,18877,45
Hotel Miguel Angel,2180,45
Hotel Vista Inn Premium,13098,45
Hotel Tercera Avenida,19105,45
Hotel Velmar,5852,45
Hotel El Roble,15083,45
Hotel Santa Maria,5176,45
Hotel Madrid,2370,45
Hotel Casa Real,11101,45
Mision del Rio,12948,47
Basurto Layesca,2307,47
Hotel Basurto Layesca,12724,47
Hotel Portal Royalty,7883,47
Portal Royalty,9176,47
"Hotel Club Bustamante, Granados y Zapata",4368,47
Hotel Gurule y Ledesma y Asociados,12589,47
La Venta,19346,47
El paso,14316,47
Hotel Laboratorios Quiroz-Chacón,6064,47
Hotel La Terminal,8757,48
Hotel Nápoles,6324,48
Hotel María Cristina,6801,48
Hotel España,14510,48
Hotel Arriaga,1812,48
Gran Hotel Concordia,6877,48
Hotel De Gante,11885,48
Hotel Museo Palacio de San Agustín,14491,48
Hotel Progreso,9131,48
Hotel Panorama,9742,48
Royalti,6216,50
Hotel Club Ramírez y Oquendo,4542,50
Hotel Río Tequisquiapan,13535,51
Hotel La Plaza,2268,51
Gran Misiones,16423,51
Posada del Virrey,8288,51
Posada San Francisco,7539,51
Hotel Boutique La Granja,16083,51
Hotel Real de TX,12457,51
Best Western,11000,51
El Relox,8457,51
Hotel Sol y Fiesta,8304,51
Hotel Iztaccíhuatl,1775,52
Hotel Azucena,7328,52
Hotel Renacimiento,14056,52
Hotel Centenario,11756,52
Hotel del Parque,10129,52
Hacienda Soltepec,3274,52
Hotel Los Cedros,10146,53
Hotel Modena,12506,53
Hostal Toluca,17692,53
Pacífico,14096,53
Junior Express,18570,53
Best Western,11851,53
Hotel Boutique,1904,53
Hotel  Suites Valen inn,4779,53
Fiesta Inn Ecatepec,9559,53
HOTEL CAZADORES,6851,53
Hotel Costa Azul Turquesa,9698,54
Hotel andiroba Palace,2253,54
Hotel Real de Tuxtla,4552,54
Mediterráneo,15239,54
Hotel Florencia,12327,54
Hotel Colonial,11278,54
Hotel  Cabanas Makarios,15299,54
"Hotel Carranza, Ledesma y Varela",17758,54
Fiesta Inn,4789,54
Hotel Santa Cruz,13622,54
Hotel Los Cedros,19893,55
Hotel Modena,7228,55
Fiesta Inn Ecatepec,9346,55
Hotel Villa Amanecer,2454,55
Central Plaza,15288,55
Hotel Roma,1055,55
Roma,18036,55
Hotel  Villas Aztlán,18643,55
Auto Hotel Venecia,7456,56
Hotel Hampton,12934,56
Quinta Edén Villahermosa,15132,56
Hotel Crowne Plaza,3292,56
Hotel Holiday Inn Express,11819,56
Hotel Courtyard Villahermosa,11286,56
Villahermosa Marriott Hotel,5083,56
Hotel Viva Villahermosa,10840,56
Hyatt Regency,17617,56
Fiesta Inn Cencali,11134,56
Hotel Arrecife,14382,57
Hotel Central Veracruz,11688,57
Hotel Paraiso,14185,57
Hotel Gran Vía,10688,57
For Season Hotel,19166,57
Hotel Nu,5170,57
Hotel Rosa Mar,7286,57
Impala Hotel,14777,57
Hotel Xalapa,13423,57
Hotel Azteca,6702,57
Hotel María Conchita,19648,58
Hotel Don Miguel,10861,58
Hotel Laboratorios Matías-Rosario,14306,58
Quinta Real,18954,58
Santa Rita,1013,58
Hotel Ángeles Avda Hidalgo 716,10957,58
Hotel Grupo Pineda y del Valle,10401,58
Hotel Olivárez S.C.,7887,58
Hotel Parador Zacateras,15086,58
Juárez,11559,59
Hotel San Antonio,16236,59
Continental,15476,59
Carlos Villarreal,15488,59
Imperial,8002,59
Central,17750,59
Hotel Mascareñas-Grijalva S.A. de C.V.,16505,59
Juárez,6560,59
Korachi,3778,59
Morán,10299,59
City Express Mexicali,17890,60
Hotel Molina-Villarreal,11983,60
Hotel Azteca de Oro,4060,60
"Hotel Industrias Castañeda, Lara y Vela",8696,60
"Hotel Rojas, Montero y Ornelas",11171,60
Araiza Mexicali,8361,60
Araiza Inn Mexicali,7525,60
Hotel Nazario y Alba A.C.,5828,60
Hotel Lucerna Mexicali,1800,60
Hotel Lucerna,2514,60
La Quinta,9023,61
Posada Rosa,16569,61
Barrokas Hotel,3386,61
Holiday Inn Express,15923,61
Maverick Inn,14580,61
Eagle pass Inn,19863,61
Microtel Inn  Suites,7371,61
Border Inn,13582,61
Holly Inn,17199,61
TownePlace Suites,14095,61
Estancia Inn,8994,62
KUMIAI INN,5835,62
Paraiso,1181,62
El Dorado,4492,62
Hotel Tecate,14931,62
Hotel Juarez,8170,62
"Hotel Arellano, Lara y Espinosa",6763,62
Santuario Diegueño,17972,62
Rancho La Puerta,16222,62
Hotel Granados-Leal S.A.,2645,62
Hotel Boutique,19265,63
Extended Suites,9165,63
Sleep Inn,4976,63
Hotel Guaycura,15957,63
City Express Insurgentes,5369,63
Hotel Industrias Ortega y Cortés,16225,63
Hotel Frontiere,18404,63
Baja Inn,19314,63
Riviera Inn,11397,63
Holiday Inn Express  Suites,15502,64
La Venta,17540,64
Hotel Aranjuez,14983,64
Hotel Mexicali,18952,64
Quinta Bugambilias,15611,64
Hotel MAGA,6215,64
Hotel Harabe,16554,64
Gran Hotel Amazonas,15747,64
Hotel Harare,9493,64
Hotel Goya,9101,64
Hotel Estrella,10086,65
Hotel Jet Express,18081,65
Hotel Plaza cENTRO,16879,65
Hotel Plaza Centro,8839,65
Hotel Virreyes,9998,65
Hotel Magno,15413,65
Hotel Virreyes,3538,65
Grand Casa Naranjos,10362,65
Hotel Real Victoria,8683,65
Hotel Matamoros Tepatitlán,9903,65
Holiday Inn Express Monterrey Tecnológico,12005,66
Four Points by Sheraton Monterrey Linda Vista,11476,66
"Hotel Corporacin Sandoval, Castellanos y Sanabria",18699,66
City Express Monterrey Lindavista,3640,66
Hotel Ejecutivo,5534,66
Econo Suites Monterrey,5942,66
SEARA,8577,66
Hotel Alvarez-Quesada,13551,66
BONITTO INN Monterrey Norte,6007,66
CHN Hotel Monterrey Norte,8010,66
Casa de la Audiencia,3104,67
Hotel Covadonga,14594,67
Hotel Atlixco,14356,67
Hotel Artesanal Olinalá,11842,67
Hotel Posada María Isabel,18780,67
Hotel Antigua Encomienda,16267,67
Hotel Independencia,14624,67
Mandala Hotel,3040,67
La Posada De San Francisco,7777,67
Hotel Casa Real de Atlixco,14767,67
Hotel Jaime-Mendoza,13762,68
Quinta Real Monterrey,1640,68
Safi Valle,19864,68
Camino Real Monterrey,13464,68
Safi Metropolitan,16629,68
Camino Real Fashion Drive Monterrey,1193,68
Hotel Despacho Gaona y Carrero,12526,68
Holiday Inn Monterrey Valle,10784,68
Novotel Monterrey Valle,13779,68
"Hotel Proyectos Gil, Sosa y Santacruz",14730,68
Casa del Retoño BB,18636,69
One Guadalajara Tapatío,18895,69
La Villa del Eñsuenoo,8226,69
Hotel Jet Express,16998,69
Hotel El Tapatío,8190,69
Hotel Plaza cENTRO,9943,69
Hotel Plaza Centro,15281,69
Hotel Magno,16913,69
Hotel Virreyes,1951,69
Grand Casa Naranjos,13742,69
Bungalow,12014,71
Bungalow A,14248,71
Bungalow B,6408,71
Hotel villas Tonantzintla,16315,71
"Hotel Club Barreto, Roybal y Ocampo",5182,71
Hotel San ángel,18502,71
casa molina,1883,71
Casa Jerusalén,13911,71
Villas Hotel Cholula,19493,71
Hotel Cholula,1888,71
Hotel Altamirano,3750,72
Hotel 25,15044,72
CHN Hotel Monterrey Santa Fe,5446,72
BONITTO INN Monterrey Norte,16128,72
Hotel Defensa del agua,6954,72
Hotel Colonial,2647,72
Hotel Colibrí,9524,72
Hotel Samaniego y Asociados,13422,72
CHN Hotel Monterrey Norte,11726,72
Real Ocotepec,7935,72
Hilton Garden Inn,15899,73
Hotel Four Points,11710,73
Villa Florida,12059,73
Camino Real Puebla Angelópolis,13423,73
Hotel villas Tonantzintla,10117,73
Bungalow,14813,73
Bungalow B,9266,73
Bungalow A,3683,73
La Quinta Inn  Suites,16411,73
Grand Fiesta Americana,1635,73
Hotel Roosevelt,18675,74
Segovia Regency,2706,74
Hotel pf suites,12467,74
Hotel Century Reforma,8347,74
Hotel Royal Zona Rosa,3248,74
Brick,2319,74
Hotel NH Collection Mexico City Reforma,2016,74
Hotel Suites Amberes,9102,74
Hotel Geneve Mexico City,7532,74
Hotel Milán,1667,74
Hotel Jatay,5993,75
City Express Inn,8816,75
Hotel Indio,5136,75
"Hotel Almonte, Alejandro y Toro",16517,75
Arenas del Mar,4748,75
Quality Inn  Suites Near The Border,19480,75
"Pier South Resort, Autograph Collection by Marriott",8142,75
Best Western Americana Inn,16238,75
Hotel Ciros,9396,77
Gran Hotel Independencia,13087,77
Hotel Emily,6498,77
Hotel de los Baños,4753,77
Hotel Cuauhtemoc,6366,77
Hotel Misión Express Pachuca,11192,77
Sahara,4542,77
Fiesta Mexicana,19962,77
Hotel Boutique Casa del Aire,1841,77
Autohotel San Antonio,11222,77
Bungalow,19867,78
Bungalow A,13298,78
Bungalow B,13997,78
Hotel Abe,7498,78
Hotel villas Tonantzintla,3490,78
Hotel Villas Arqueológicas Cholula,8957,78
Hotel Villas Argqueológicas Cholula,4339,78
Hotel Villas Arqueológicas Cholula,10882,78
Hotel Villa sArqueológicas Cholula,4966,78
Hotel Villas Arquelógicas Cholula,19544,78
Hotel Casa Celia,2345,79
Capital O Villas San Francisco Hotel,12377,79
Hotel La Gloríeta,18456,79
Hotel Real del Bosque,15037,79
Hotel Real Home,13142,79
Hotel Boutique Vindho,3259,79
Hotel Los Cedros,17579,80
Hotel Modena,12181,80
Hotel Gran Via,1414,80
Fiesta Inn Perinorte,14764,80
Hotel Corporacin Jaramillo-Ríos,17062,80
Fiesta Inn Ecatepec,4458,80
Auto Hotel Perinorte,15205,80
IBIS Mexico Perinorte,12868,80
Hotel Villa Amanecer,16064,80
Hotel One Cuautitlán,6013,80
Hotel Santo Domingo,15270,81
Hotel Macan Ché,6771,81
Hotel Green River,18096,81
Hotel Rinconada del Convento,9850,81
Coqui Coqui Casa de los Santos,18634,81
Casa de Huespedes,16843,81
Hotel NicolHaa,16232,81
San Miguel Arcangel,15272,81
Hotel Izmal Plaza,9794,81
Zamna,11561,81
"Hotel Despacho Franco, Gil y Guerrero",9044,82
Bungalow,3839,82
Bungalow B,10139,82
Bungalow A,15771,82
Hotel villas Tonantzintla,8990,82
HOTEL ORQUIDE,16227,82
Palacio del Virrey,19672,82
Hotel Casa Real de Atlixco,13418,82
Hotel P San Ignacio,12023,82
Mandala Hotel,1940,82
Hotel San Luis,17197,83
Leo Hotel Centro,11650,83
Hotel Los Feníx,6958,83
Hotel Jardín,16976,83
Hotel Ruben Cafe,7950,83
Hotel Siesta,12626,83
Hotel Alameda Paradise,9465,83
Wyndham Garden Monterrey Norte,12152,84
Hotel Cazares S. R.L. de C.V.,10163,84
Amega,10052,84
Amega,19212,84
Sleep Inn Monterrey Norte,1332,84
Sleep Inn Monterrey Norte,17928,84
Holiday Inn Monterrey Norte,7260,84
Hotel Lemus-Serrano,3805,84
Quinta Real Monterrey,8908,84
Safi Valle,14317,84
Campestre Los Sauces Cholula,17009,86
Casa Jerusalén,19192,86
casa molina,8874,86
Hotel Jurado-Arevalo S.C.,16600,86
Hotel San ángel,17083,86
JOCARI,15685,86
Hotel Vela y Solorzano A.C.,1565,86
Mansión Azul Cholula,4049,86
Hotel Palomino-Marroquín,10641,86
hotel real de naturales,8261,86
Holiday Inn Express Pachuca,14251,87
Casa Basalto,8972,87
Autohotel San Antonio,11033,87
Hotel  Suites Set Inn,13092,87
Camino Real,16507,87
Hotel Club Galván-Razo,19136,87
Esduma HK Hotel Pachuca,18397,87
Hotel La Joya,12264,87
Best Western Plus Santa Cecilia,14942,87
Hotel Misión Pachuca,19035,87
Hotel Terrazas y Asociados,11839,88
Hotel Saarle,12528,88
Hotel Mayorga-Soto,15868,88
Hotel Colonial,9877,88
Hotel Huizache,11047,88
City Express,9237,88
City Express Saltillo Norte,8554,88
Hotel El Paso,4953,88
"Hotel Proyectos Vargas, Ibarra y Cardona",7310,88
Quinta Dorada,11339,88
Hacienda San Andres,4917,89
Hampton,18559,89
Hotel Four Points,7066,89
Villas Magnolias,7276,89
Hotel Real del Aguila,8090,89
Rooms Rivera,16866,89
Hilton Garden Inn,10060,89
Hotel Mirto,18191,90
Presidente Intercontinental Puebla,10273,90
Holiday Inn Express,4294,90
Four Points By Sheraton,7360,90
Hotel Grupo Macías-Orta,10707,90
Best Western Plus,8454,90
Fiesta Inn Las Ánimas,12825,90
"MM Grand Hotel Puebla, Tapestry Collection by Hilton",6879,90
Hotel Panamerican,10904,90
ONE Hotel,1463,90
Hotel Santa Rosa Grupo Santa Rosa,18502,91
Quinta Alhóndiga Galindo,5147,91
Del Zacola,9988,91
Hotel Cholula,2491,91
Hotel MS,2786,91
Calli Quetzalcoatl,19132,91
JOCARI,10572,91
Mansión Azul Cholula,5137,91
Casa Jerusalén,17085,91
HOTEL LOS REMEDIOS,4361,91
Hi Guadalupe,1401,92
Hotel Pérez A.C.,19810,92
Plaza 88,10317,92
Wyndham Garden Monterrey Norte,16381,92
Hotel Pacheco y Trejo A.C.,16686,92
Amega,15433,92
Amega,12164,92
Sleep Inn Monterrey Norte,7041,92
Sleep Inn Monterrey Norte,2683,92
Holiday Inn Monterrey Norte,9273,92
La Hacienda,16654,94
Hotel Caprice,4738,94
Hotel Gran Premier,3141,94
Hi Guadalupe,14130,94
Hotel Llamas S.A. de C.V.,17113,94
Fiesta Inn,3427,95
City Express Junior,19907,95
Chiapas Hotel Express,2756,95
Hotel Palapa Palace,5971,95
Hotel Grupo Becerra y Barrera,5888,95
Hotel andiroba Palace,19443,95
Hotel Real de Tuxtla,10956,95
Hotel Costa Azul Turquesa,3791,95
Uke Inn Hotel  Suites,9132,95
Mediterráneo,4881,95
Hotel Aponte y Leiva S.C.,19286,96
Hotel Casa Real,14637,96
Hotel México,8395,96
Hotel Villablanca,18123,96
Tehuacan Plaza,13464,96
bogh Suites,15762,96
Casa Mónaco,15507,96
Vista Zacatlán,10743,96
Quinta Luna,15051,96
Posada Don Ramón,11006,96
Casa Mónaco,19632,97
Vista Zacatlán,2973,97
Quinta Luna,4251,97
Hotel Boutique Los Angeles,7808,97
Posada Don Ramón,7914,97
Casagrande,9671,97
Hotel Aurever,3660,97
Hotel del Rosario,6146,97
Hotel del Centro,8859,97
Las Violetas,6695,97
Bungalow,19087,98
Bungalow A,3459,98
Bungalow B,6129,98
Hotel villas Tonantzintla,1087,98
Casa Jerusalén,14386,98
casa molina,15762,98
Hotel Arevalo y Roque A.C.,16398,98
Hotel San ángel,10543,98
Campestre Los Sauces Cholula,2069,98
JOCARI,8585,98
Descanso Inn,10440,99
City Express Tula,10264,99
Hotel Paz-Pabón S.C.,15877,99
Hotel Real Doxey,3332,99
Rosy,8648,99
Hotel RE,9668,99
Hotel Reco Inn,7482,99
Hotel Central,14930,99
Hotel CAPRI,4760,99
Hotel Vito,18844,99
Misión San Felipe Oaxaca,8366,100
Hotel Misión Oaxaca,5882,100
Casa Yunenisa,9704,100
Mansión María,5660,100
Casa de Adobe,3339,100
Casa Bonita,2954,100
Angel Inn,6436,100
Hacienda Los Laureles,11079,100
La Casona Colorada,19651,100
Suites Xadani,10457,100
Hotel Central Merida,15390,101
Hotel El Español Centro Histórico,5074,101
Hotel Boutique Mansión Lavanda,16358,101
Hotel Ulloa-Vélez,10964,101
Hotel Plaza Mirador,14189,101
Casa CatrinaDiego,9920,101
La Pantera Negra,17399,101
Guaya Hostel,18694,101
Hotel Tierra del Sol,17180,101
Kuka y Naranjo,15344,101
Posada Familiar,3635,102
Casa Hamaca Guesthouse,2306,102
Casa del Ángel,15156,102
Hotel Posada San Juan,11561,102
Casa San Juan,9204,102
La Casa De Doña Rosi,1847,102
Hotel Casona Margot,3992,102
Hotel Real Colonial,8501,102
Hotel Rosalia,19848,102
Posada Familiar Don Chuchi,1679,102
Hotel Eden Costa,9831,103
Hilton Garden Inn,19882,104
Hotel Four Points,2318,104
Villa Florida,6740,104
Camino Real Puebla Angelópolis,16417,104
Casa Jerusalén,18005,104
casa molina,15490,104
Hotel San ángel,10114,104
"Hotel Industrias Cornejo, Palacios y Ocasio",6947,104
Campestre Los Sauces Cholula,15283,104
JOCARI,17112,104
La Villa de San Quintin,3989,105
María Celeste,16401,105
Private,12401,105
Uruapan,14380,105
Bugambilias,11921,105
Real del Cora,11520,105
