actividad_id,dia_semana,hora_inicio,hora_fin
14060,0,13:00,21:00
14060,1,10:00,18:00
14060,2,08:00,16:00
14060,3,07:00,15:00
14060,4,07:00,15:00
14060,5,12:00,18:00
6485,0,09:00,17:00
6485,1,10:00,18:00
6485,2,10:00,18:00
6485,3,10:00,18:00
6485,4,13:00,21:00
6485,5,12:00,18:00
13161,0,12:00,20:00
13161,1,12:00,20:00
13161,2,12:00,20:00
13161,3,07:00,15:00
13161,4,07:00,15:00
14304,0,12:00,20:00
14304,1,09:00,17:00
14304,2,13:00,21:00
14304,3,13:00,21:00
14304,4,07:00,15:00
14304,5,08:00,14:00
10423,0,08:00,16:00
10423,1,11:00,19:00
10423,2,10:00,18:00
10423,3,08:00,16:00
10423,4,10:00,18:00
16433,0,09:00,17:00
16433,1,10:00,18:00
16433,2,08:00,16:00
16433,3,13:00,21:00
16433,4,07:00,15:00
4190,0,13:00,21:00
4190,1,13:00,21:00
4190,2,13:00,21:00
4190,3,11:00,19:00
4190,4,07:00,15:00
4190,5,07:00,13:00
8936,0,11:00,19:00
8936,1,13:00,21:00
8936,2,07:00,15:00
8936,3,07:00,15:00
8936,4,13:00,21:00
8936,5,13:00,19:00
8936,6,08:00,14:00
564,0,10:00,18:00
564,1,10:00,18:00
564,2,10:00,18:00
564,3,08:00,16:00
564,4,13:00,21:00
16278,0,07:00,15:00
16278,1,08:00,16:00
16278,2,10:00,18:00
16278,3,07:00,15:00
16278,4,10:00,18:00
16278,5,09:00,15:00
1494,0,09:00,17:00
1494,1,10:00,18:00
1494,2,12:00,20:00
1494,3,12:00,20:00
1494,4,13:00,21:00
1494,5,11:00,17:00
4646,0,12:00,20:00
4646,1,10:00,18:00
4646,2,08:00,16:00
4646,3,08:00,16:00
4646,4,09:00,17:00
4646,5,08:00,14:00
4646,6,07:00,13:00
5827,0,12:00,20:00
5827,1,11:00,19:00
5827,2,07:00,15:00
5827,3,12:00,20:00
5827,4,09:00,17:00
5827,5,07:00,13:00
5827,6,07:00,13:00
10576,0,10:00,18:00
10576,1,11:00,19:00
10576,2,13:00,21:00
10576,3,11:00,19:00
10576,4,08:00,16:00
10576,5,07:00,13:00
10576,6,11:00,17:00
13843,0,13:00,21:00
13843,1,08:00,16:00
13843,2,07:00,15:00
13843,3,11:00,19:00
13843,4,07:00,15:00
7364,0,13:00,21:00
7364,1,08:00,16:00
7364,2,10:00,18:00
7364,3,07:00,15:00
7364,4,11:00,19:00
7364,5,08:00,14:00
7364,6,11:00,17:00
1028,0,07:00,15:00
1028,1,11:00,19:00
1028,2,07:00,15:00
1028,3,10:00,18:00
1028,4,12:00,20:00
1028,5,11:00,17:00
1028,6,11:00,17:00
13727,0,09:00,17:00
13727,1,09:00,17:00
13727,2,08:00,16:00
13727,3,12:00,20:00
13727,4,12:00,20:00
13727,5,09:00,15:00
13727,6,08:00,14:00
5674,0,10:00,18:00
5674,1,08:00,16:00
5674,2,12:00,20:00
5674,3,12:00,20:00
5674,4,09:00,17:00
5674,5,10:00,16:00
7802,0,13:00,21:00
7802,1,07:00,15:00
7802,2,07:00,15:00
7802,3,10:00,18:00
7802,4,11:00,19:00
7802,5,11:00,17:00
16511,0,07:00,15:00
16511,1,11:00,19:00
16511,2,08:00,16:00
16511,3,11:00,19:00
16511,4,09:00,17:00
22233,0,09:00,17:00
22233,1,07:00,15:00
22233,2,08:00,16:00
22233,3,09:00,17:00
22233,4,09:00,17:00
2394,0,10:00,18:00
2394,1,13:00,21:00
2394,2,11:00,19:00
2394,3,12:00,20:00
2394,4,09:00,17:00
8638,0,13:00,21:00
8638,1,12:00,20:00
8638,2,11:00,19:00
8638,3,07:00,15:00
8638,4,12:00,20:00
8638,5,13:00,19:00
8638,6,11:00,17:00
10578,0,12:00,20:00
10578,1,07:00,15:00
10578,2,08:00,16:00
10578,3,09:00,17:00
10578,4,07:00,15:00
10578,5,07:00,13:00
10691,0,11:00,19:00
10691,1,08:00,16:00
10691,2,09:00,17:00
10691,3,09:00,17:00
10691,4,11:00,19:00
10691,5,08:00,14:00
10691,6,12:00,18:00
6731,0,08:00,16:00
6731,1,12:00,20:00
6731,2,12:00,20:00
6731,3,13:00,21:00
6731,4,09:00,17:00
6731,5,11:00,17:00
10127,0,09:00,17:00
10127,1,13:00,21:00
10127,2,07:00,15:00
10127,3,07:00,15:00
10127,4,12:00,20:00
10127,5,10:00,16:00
17022,0,07:00,15:00
17022,1,07:00,15:00
17022,2,09:00,17:00
17022,3,13:00,21:00
17022,4,08:00,16:00
17022,5,12:00,18:00
3586,0,08:00,16:00
3586,1,12:00,20:00
3586,2,10:00,18:00
3586,3,11:00,19:00
3586,4,12:00,20:00
3586,5,10:00,16:00
689,0,07:00,15:00
689,1,07:00,15:00
689,2,07:00,15:00
689,3,12:00,20:00
689,4,08:00,16:00
689,5,11:00,17:00
689,6,07:00,13:00
14976,0,11:00,19:00
14976,1,11:00,19:00
14976,2,08:00,16:00
14976,3,10:00,18:00
14976,4,08:00,16:00
14976,5,07:00,13:00
3278,0,09:00,17:00
3278,1,13:00,21:00
3278,2,13:00,21:00
3278,3,07:00,15:00
3278,4,09:00,17:00
3278,5,08:00,14:00
6180,0,08:00,16:00
6180,1,12:00,20:00
6180,2,07:00,15:00
6180,3,09:00,17:00
6180,4,13:00,21:00
6180,5,11:00,17:00
6180,6,13:00,19:00
12802,0,11:00,19:00
12802,1,12:00,20:00
12802,2,08:00,16:00
12802,3,08:00,16:00
12802,4,13:00,21:00
12802,5,08:00,14:00
19801,0,10:00,18:00
19801,1,07:00,15:00
19801,2,08:00,16:00
19801,3,12:00,20:00
19801,4,09:00,17:00
3387,0,13:00,21:00
3387,1,12:00,20:00
3387,2,13:00,21:00
3387,3,12:00,20:00
3387,4,13:00,21:00
3387,5,08:00,14:00
19829,0,08:00,16:00
19829,1,13:00,21:00
19829,2,12:00,20:00
19829,3,07:00,15:00
19829,4,10:00,18:00
19829,5,13:00,19:00
1449,0,13:00,21:00
1449,1,10:00,18:00
1449,2,08:00,16:00
1449,3,08:00,16:00
1449,4,13:00,21:00
7746,0,09:00,17:00
7746,1,09:00,17:00
7746,2,13:00,21:00
7746,3,13:00,21:00
7746,4,13:00,21:00
7746,5,08:00,14:00
4011,0,07:00,15:00
4011,1,12:00,20:00
4011,2,08:00,16:00
4011,3,10:00,18:00
4011,4,09:00,17:00
9148,0,13:00,21:00
9148,1,07:00,15:00
9148,2,13:00,21:00
9148,3,09:00,17:00
9148,4,09:00,17:00
9148,5,12:00,18:00
16828,0,10:00,18:00
16828,1,12:00,20:00
16828,2,13:00,21:00
16828,3,11:00,19:00
16828,4,09:00,17:00
16828,5,07:00,13:00
16828,6,07:00,13:00
14773,0,08:00,16:00
14773,1,11:00,19:00
14773,2,09:00,17:00
14773,3,07:00,15:00
14773,4,07:00,15:00
14773,5,11:00,17:00
18569,0,09:00,17:00
18569,1,12:00,20:00
18569,2,13:00,21:00
18569,3,09:00,17:00
18569,4,10:00,18:00
18569,5,11:00,17:00
16225,0,07:00,15:00
16225,1,10:00,18:00
16225,2,11:00,19:00
16225,3,08:00,16:00
16225,4,09:00,17:00
16225,5,07:00,13:00
16225,6,12:00,18:00
10765,0,07:00,15:00
10765,1,11:00,19:00
10765,2,13:00,21:00
10765,3,11:00,19:00
10765,4,12:00,20:00
10765,5,12:00,18:00
15835,0,12:00,20:00
15835,1,12:00,20:00
15835,2,08:00,16:00
15835,3,09:00,17:00
15835,4,10:00,18:00
15835,5,07:00,13:00
15835,6,12:00,18:00
200,0,11:00,19:00
200,1,09:00,17:00
200,2,12:00,20:00
200,3,13:00,21:00
200,4,07:00,15:00
200,5,12:00,18:00
260,0,11:00,19:00
260,1,09:00,17:00
260,2,12:00,20:00
260,3,10:00,18:00
260,4,09:00,17:00
260,5,10:00,16:00
279,0,09:00,17:00
279,1,11:00,19:00
279,2,08:00,16:00
279,3,08:00,16:00
279,4,10:00,18:00
279,5,12:00,18:00
279,6,10:00,16:00
3785,0,12:00,20:00
3785,1,08:00,16:00
3785,2,11:00,19:00
3785,3,11:00,19:00
3785,4,09:00,17:00
3785,5,10:00,16:00
3785,6,11:00,17:00
6235,0,09:00,17:00
6235,1,09:00,17:00
6235,2,08:00,16:00
6235,3,10:00,18:00
6235,4,13:00,21:00
4069,0,11:00,19:00
4069,1,12:00,20:00
4069,2,09:00,17:00
4069,3,10:00,18:00
4069,4,10:00,18:00
4069,5,10:00,16:00
4069,6,12:00,18:00
5254,0,11:00,19:00
5254,1,10:00,18:00
5254,2,13:00,21:00
5254,3,13:00,21:00
5254,4,12:00,20:00
21037,0,12:00,20:00
21037,1,07:00,15:00
21037,2,09:00,17:00
21037,3,11:00,19:00
21037,4,12:00,20:00
17740,0,11:00,19:00
17740,1,09:00,17:00
17740,2,07:00,15:00
17740,3,13:00,21:00
17740,4,13:00,21:00
17740,5,08:00,14:00
17740,6,12:00,18:00
9623,0,08:00,16:00
9623,1,13:00,21:00
9623,2,08:00,16:00
9623,3,08:00,16:00
9623,4,07:00,15:00
9623,5,07:00,13:00
548,0,10:00,18:00
548,1,11:00,19:00
548,2,13:00,21:00
548,3,13:00,21:00
548,4,07:00,15:00
15322,0,10:00,18:00
15322,1,12:00,20:00
15322,2,11:00,19:00
15322,3,08:00,16:00
15322,4,12:00,20:00
15322,5,12:00,18:00
9699,0,10:00,18:00
9699,1,10:00,18:00
9699,2,08:00,16:00
9699,3,08:00,16:00
9699,4,12:00,20:00
9699,5,12:00,18:00
3126,0,13:00,21:00
3126,1,13:00,21:00
3126,2,13:00,21:00
3126,3,07:00,15:00
3126,4,13:00,21:00
10286,0,08:00,16:00
10286,1,08:00,16:00
10286,2,13:00,21:00
10286,3,12:00,20:00
10286,4,11:00,19:00
10286,5,10:00,16:00
4450,0,11:00,19:00
4450,1,08:00,16:00
4450,2,13:00,21:00
4450,3,07:00,15:00
4450,4,10:00,18:00
10476,0,13:00,21:00
10476,1,10:00,18:00
10476,2,12:00,20:00
10476,3,11:00,19:00
10476,4,11:00,19:00
12287,0,09:00,17:00
12287,1,13:00,21:00
12287,2,10:00,18:00
12287,3,11:00,19:00
12287,4,13:00,21:00
12287,5,12:00,18:00
12287,6,11:00,17:00
7268,0,13:00,21:00
7268,1,11:00,19:00
7268,2,10:00,18:00
7268,3,08:00,16:00
7268,4,12:00,20:00
7268,5,13:00,19:00
5479,0,10:00,18:00
5479,1,09:00,17:00
5479,2,13:00,21:00
5479,3,08:00,16:00
5479,4,13:00,21:00
5479,5,12:00,18:00
19644,0,13:00,21:00
19644,1,13:00,21:00
19644,2,11:00,19:00
19644,3,10:00,18:00
19644,4,12:00,20:00
19644,5,08:00,14:00
19734,0,10:00,18:00
19734,1,07:00,15:00
19734,2,12:00,20:00
19734,3,09:00,17:00
19734,4,08:00,16:00
19734,5,09:00,15:00
11767,0,09:00,17:00
11767,1,11:00,19:00
11767,2,07:00,15:00
11767,3,08:00,16:00
11767,4,08:00,16:00
11767,5,08:00,14:00
12415,0,12:00,20:00
12415,1,08:00,16:00
12415,2,12:00,20:00
12415,3,08:00,16:00
12415,4,07:00,15:00
12415,5,10:00,16:00
6361,0,09:00,17:00
6361,1,11:00,19:00
6361,2,10:00,18:00
6361,3,10:00,18:00
6361,4,07:00,15:00
6361,5,08:00,14:00
22081,0,10:00,18:00
22081,1,13:00,21:00
22081,2,11:00,19:00
22081,3,12:00,20:00
22081,4,07:00,15:00
22081,5,13:00,19:00
15895,0,10:00,18:00
15895,1,10:00,18:00
15895,2,07:00,15:00
15895,3,09:00,17:00
15895,4,09:00,17:00
15895,5,13:00,19:00
15895,6,10:00,16:00
18036,0,11:00,19:00
18036,1,12:00,20:00
18036,2,12:00,20:00
18036,3,11:00,19:00
18036,4,13:00,21:00
18036,5,11:00,17:00
13600,0,10:00,18:00
13600,1,08:00,16:00
13600,2,09:00,17:00
13600,3,10:00,18:00
13600,4,10:00,18:00
6382,0,10:00,18:00
6382,1,09:00,17:00
6382,2,12:00,20:00
6382,3,12:00,20:00
6382,4,13:00,21:00
6133,0,12:00,20:00
6133,1,08:00,16:00
6133,2,13:00,21:00
6133,3,10:00,18:00
6133,4,08:00,16:00
6133,5,11:00,17:00
11877,0,07:00,15:00
11877,1,10:00,18:00
11877,2,11:00,19:00
11877,3,11:00,19:00
11877,4,12:00,20:00
11877,5,07:00,13:00
11877,6,07:00,13:00
12828,0,10:00,18:00
12828,1,08:00,16:00
12828,2,13:00,21:00
12828,3,10:00,18:00
12828,4,08:00,16:00
12828,5,07:00,13:00
12828,6,09:00,15:00
12396,0,09:00,17:00
12396,1,08:00,16:00
12396,2,10:00,18:00
12396,3,09:00,17:00
12396,4,09:00,17:00
12396,5,13:00,19:00
15801,0,09:00,17:00
15801,1,13:00,21:00
15801,2,13:00,21:00
15801,3,10:00,18:00
15801,4,09:00,17:00
15801,5,13:00,19:00
8749,0,10:00,18:00
8749,1,07:00,15:00
8749,2,12:00,20:00
8749,3,11:00,19:00
8749,4,07:00,15:00
14877,0,08:00,16:00
14877,1,12:00,20:00
14877,2,07:00,15:00
14877,3,13:00,21:00
14877,4,12:00,20:00
14877,5,07:00,13:00
8148,0,08:00,16:00
8148,1,08:00,16:00
8148,2,13:00,21:00
8148,3,07:00,15:00
8148,4,11:00,19:00
19965,0,08:00,16:00
19965,1,08:00,16:00
19965,2,10:00,18:00
19965,3,12:00,20:00
19965,4,07:00,15:00
9200,0,08:00,16:00
9200,1,10:00,18:00
9200,2,12:00,20:00
9200,3,09:00,17:00
9200,4,13:00,21:00
9200,5,09:00,15:00
9200,6,08:00,14:00
7722,0,11:00,19:00
7722,1,12:00,20:00
7722,2,12:00,20:00
7722,3,07:00,15:00
7722,4,13:00,21:00
7722,5,13:00,19:00
7722,6,08:00,14:00
15603,0,07:00,15:00
15603,1,11:00,19:00
15603,2,07:00,15:00
15603,3,09:00,17:00
15603,4,11:00,19:00
15603,5,12:00,18:00
1863,0,10:00,18:00
1863,1,12:00,20:00
1863,2,08:00,16:00
1863,3,07:00,15:00
1863,4,11:00,19:00
1863,5,12:00,18:00
2347,0,08:00,16:00
2347,1,07:00,15:00
2347,2,12:00,20:00
2347,3,13:00,21:00
2347,4,09:00,17:00
2347,5,13:00,19:00
2347,6,12:00,18:00
13873,0,13:00,21:00
13873,1,07:00,15:00
13873,2,13:00,21:00
13873,3,11:00,19:00
13873,4,13:00,21:00
13873,5,07:00,13:00
13873,6,09:00,15:00
20194,0,10:00,18:00
20194,1,12:00,20:00
20194,2,09:00,17:00
20194,3,07:00,15:00
20194,4,11:00,19:00
20194,5,12:00,18:00
20194,6,09:00,15:00
6419,0,13:00,21:00
6419,1,10:00,18:00
6419,2,13:00,21:00
6419,3,10:00,18:00
6419,4,07:00,15:00
7221,0,09:00,17:00
7221,1,12:00,20:00
7221,2,13:00,21:00
7221,3,10:00,18:00
7221,4,12:00,20:00
7221,5,08:00,14:00
18180,0,08:00,16:00
18180,1,12:00,20:00
18180,2,11:00,19:00
18180,3,12:00,20:00
18180,4,09:00,17:00
18180,5,11:00,17:00
8705,0,13:00,21:00
8705,1,10:00,18:00
8705,2,10:00,18:00
8705,3,10:00,18:00
8705,4,13:00,21:00
8705,5,12:00,18:00
8705,6,11:00,17:00
1600,0,09:00,17:00
1600,1,13:00,21:00
1600,2,08:00,16:00
1600,3,13:00,21:00
1600,4,07:00,15:00
1600,5,09:00,15:00
1581,0,08:00,16:00
1581,1,13:00,21:00
1581,2,10:00,18:00
1581,3,11:00,19:00
1581,4,11:00,19:00
1581,5,12:00,18:00
19210,0,09:00,17:00
19210,1,07:00,15:00
19210,2,10:00,18:00
19210,3,13:00,21:00
19210,4,09:00,17:00
19210,5,08:00,14:00
14190,0,08:00,16:00
14190,1,09:00,17:00
14190,2,13:00,21:00
14190,3,09:00,17:00
14190,4,09:00,17:00
14190,5,09:00,15:00
5278,0,12:00,20:00
5278,1,09:00,17:00
5278,2,11:00,19:00
5278,3,07:00,15:00
5278,4,11:00,19:00
5278,5,08:00,14:00
5278,6,07:00,13:00
22147,0,12:00,20:00
22147,1,10:00,18:00
22147,2,10:00,18:00
22147,3,11:00,19:00
22147,4,13:00,21:00
7661,0,12:00,20:00
7661,1,10:00,18:00
7661,2,12:00,20:00
7661,3,12:00,20:00
7661,4,10:00,18:00
4654,0,13:00,21:00
4654,1,07:00,15:00
4654,2,07:00,15:00
4654,3,09:00,17:00
4654,4,08:00,16:00
4654,5,10:00,16:00
15568,0,08:00,16:00
15568,1,09:00,17:00
15568,2,12:00,20:00
15568,3,11:00,19:00
15568,4,09:00,17:00
15568,5,10:00,16:00
15568,6,11:00,17:00
20954,0,09:00,17:00
20954,1,10:00,18:00
20954,2,12:00,20:00
20954,3,11:00,19:00
20954,4,09:00,17:00
20954,5,09:00,15:00
20954,6,12:00,18:00
3116,0,09:00,17:00
3116,1,09:00,17:00
3116,2,09:00,17:00
3116,3,08:00,16:00
3116,4,07:00,15:00
3116,5,12:00,18:00
19827,0,09:00,17:00
19827,1,07:00,15:00
19827,2,12:00,20:00
19827,3,11:00,19:00
19827,4,13:00,21:00
22000,0,08:00,16:00
22000,1,08:00,16:00
22000,2,08:00,16:00
22000,3,12:00,20:00
22000,4,10:00,18:00
22000,5,09:00,15:00
22000,6,12:00,18:00
4642,0,13:00,21:00
4642,1,11:00,19:00
4642,2,11:00,19:00
4642,3,09:00,17:00
4642,4,07:00,15:00
4642,5,13:00,19:00
4642,6,08:00,14:00
12424,0,08:00,16:00
12424,1,09:00,17:00
12424,2,08:00,16:00
12424,3,09:00,17:00
12424,4,07:00,15:00
12424,5,12:00,18:00
3845,0,08:00,16:00
3845,1,09:00,17:00
3845,2,07:00,15:00
3845,3,07:00,15:00
3845,4,11:00,19:00
3845,5,09:00,15:00
3845,6,12:00,18:00
12059,0,12:00,20:00
12059,1,13:00,21:00
12059,2,13:00,21:00
12059,3,10:00,18:00
12059,4,07:00,15:00
20291,0,11:00,19:00
20291,1,09:00,17:00
20291,2,10:00,18:00
20291,3,10:00,18:00
20291,4,10:00,18:00
736,0,08:00,16:00
736,1,07:00,15:00
736,2,09:00,17:00
736,3,13:00,21:00
736,4,10:00,18:00
736,5,07:00,13:00
6224,0,10:00,18:00
6224,1,10:00,18:00
6224,2,07:00,15:00
6224,3,11:00,19:00
6224,4,12:00,20:00
21309,0,07:00,15:00
21309,1,08:00,16:00
21309,2,08:00,16:00
21309,3,13:00,21:00
21309,4,11:00,19:00
21309,5,09:00,15:00
21309,6,07:00,13:00
20345,0,07:00,15:00
20345,1,11:00,19:00
20345,2,13:00,21:00
20345,3,10:00,18:00
20345,4,11:00,19:00
21398,0,13:00,21:00
21398,1,11:00,19:00
21398,2,08:00,16:00
21398,3,13:00,21:00
21398,4,11:00,19:00
21398,5,10:00,16:00
21398,6,10:00,16:00
7030,0,09:00,17:00
7030,1,13:00,21:00
7030,2,11:00,19:00
7030,3,10:00,18:00
7030,4,09:00,17:00
7030,5,11:00,17:00
15544,0,07:00,15:00
15544,1,11:00,19:00
15544,2,12:00,20:00
15544,3,07:00,15:00
15544,4,13:00,21:00
15544,5,08:00,14:00
15544,6,12:00,18:00
14184,0,09:00,17:00
14184,1,12:00,20:00
14184,2,07:00,15:00
14184,3,08:00,16:00
14184,4,08:00,16:00
19491,0,11:00,19:00
19491,1,07:00,15:00
19491,2,08:00,16:00
19491,3,07:00,15:00
19491,4,10:00,18:00
14146,0,12:00,20:00
14146,1,11:00,19:00
14146,2,10:00,18:00
14146,3,09:00,17:00
14146,4,07:00,15:00
14146,5,08:00,14:00
3495,0,12:00,20:00
3495,1,09:00,17:00
3495,2,12:00,20:00
3495,3,13:00,21:00
3495,4,10:00,18:00
3495,5,07:00,13:00
11725,0,08:00,16:00
11725,1,09:00,17:00
11725,2,13:00,21:00
11725,3,13:00,21:00
11725,4,12:00,20:00
11725,5,11:00,17:00
11725,6,12:00,18:00
21561,0,10:00,18:00
21561,1,07:00,15:00
21561,2,11:00,19:00
21561,3,08:00,16:00
21561,4,12:00,20:00
15543,0,09:00,17:00
15543,1,13:00,21:00
15543,2,08:00,16:00
15543,3,07:00,15:00
15543,4,07:00,15:00
4843,0,13:00,21:00
4843,1,09:00,17:00
4843,2,11:00,19:00
4843,3,12:00,20:00
4843,4,13:00,21:00
19625,0,09:00,17:00
19625,1,10:00,18:00
19625,2,07:00,15:00
19625,3,10:00,18:00
19625,4,12:00,20:00
19625,5,09:00,15:00
19625,6,12:00,18:00
10338,0,09:00,17:00
10338,1,11:00,19:00
10338,2,11:00,19:00
10338,3,10:00,18:00
10338,4,10:00,18:00
10338,5,07:00,13:00
8125,0,07:00,15:00
8125,1,10:00,18:00
8125,2,12:00,20:00
8125,3,09:00,17:00
8125,4,11:00,19:00
8125,5,09:00,15:00
8125,6,07:00,13:00
248,0,08:00,16:00
248,1,12:00,20:00
248,2,13:00,21:00
248,3,13:00,21:00
248,4,11:00,19:00
18578,0,07:00,15:00
18578,1,13:00,21:00
18578,2,12:00,20:00
18578,3,13:00,21:00
18578,4,09:00,17:00
18578,5,11:00,17:00
18578,6,07:00,13:00
